Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
national-league-south,,Aveley,Bath City,2,2,D
national-league-south,,Aveley,Boreham Wood,1,0,H
national-league-south,,Aveley,Chelmsford City,1,0,H
national-league-south,,Aveley,Chesham United,1,1,D
national-league-south,,Aveley,Chippenham Town,0,1,A
national-league-south,,Aveley,Dorking Wanderers,3,1,H
national-league-south,,Aveley,Eastbourne Borough,0,2,A
national-league-south,,Aveley,Enfield Town,0,1,A
national-league-south,,Aveley,Farnborough,2,1,H
national-league-south,,Aveley,Hampton & Richmond Borough,1,2,A
national-league-south,,Aveley,Hemel Hempstead Town,0,1,A
national-league-south,,Aveley,Hornchurch,1,1,D
national-league-south,,Aveley,Maidstone United,0,3,A
national-league-south,,Aveley,Salisbury,2,2,D
national-league-south,,Aveley,Slough Town,0,3,A
national-league-south,,Aveley,St Albans City,6,3,H
national-league-south,,Aveley,Tonbridge Angels,2,2,D
national-league-south,,Aveley,Torquay United,0,1,A
national-league-south,,Aveley,Truro City,1,2,A
national-league-south,,Aveley,Welling United,1,1,D
national-league-south,,Aveley,Weston-super-Mare,1,2,A
national-league-south,,Aveley,Weymouth,0,1,A
national-league-south,,Aveley,Worthing,1,2,A
national-league-south,,Bath City,Aveley,3,0,H
national-league-south,,Bath City,Boreham Wood,1,2,A
national-league-south,,Bath City,Chelmsford City,2,1,H
national-league-south,,Bath City,Chesham United,1,1,D
national-league-south,,Bath City,Chippenham Town,0,1,A
national-league-south,,Bath City,Dorking Wanderers,2,2,D
national-league-south,,Bath City,Eastbourne Borough,0,0,D
national-league-south,,Bath City,Enfield Town,0,1,A
national-league-south,,Bath City,Farnborough,1,0,H
national-league-south,,Bath City,Hampton & Richmond Borough,1,0,H
national-league-south,,Bath City,Hemel Hempstead Town,0,0,D
national-league-south,,Bath City,Hornchurch,0,2,A
national-league-south,,Bath City,Maidstone United,3,3,D
national-league-south,,Bath City,Salisbury,1,0,H
national-league-south,,Bath City,Slough Town,2,0,H
national-league-south,,Bath City,St Albans City,0,1,A
national-league-south,,Bath City,Tonbridge Angels,2,0,H
national-league-south,,Bath City,Torquay United,1,2,A
national-league-south,,Bath City,Truro City,1,0,H
national-league-south,,Bath City,Welling United,1,0,H
national-league-south,,Bath City,Weston-super-Mare,0,2,A
national-league-south,,Bath City,Weymouth,1,1,D
national-league-south,,Bath City,Worthing,0,2,A
national-league-south,,Boreham Wood,Aveley,1,0,H
national-league-south,,Boreham Wood,Bath City,1,0,H
national-league-south,,Boreham Wood,Chelmsford City,1,0,H
national-league-south,,Boreham Wood,Chesham United,3,0,H
national-league-south,,Boreham Wood,Chippenham Town,1,4,A
national-league-south,,Boreham Wood,Dorking Wanderers,0,1,A
national-league-south,,Boreham Wood,Eastbourne Borough,3,0,H
national-league-south,,Boreham Wood,Enfield Town,4,1,H
national-league-south,,Boreham Wood,Farnborough,3,1,H
national-league-south,,Boreham Wood,Hampton & Richmond Borough,3,1,H
national-league-south,,Boreham Wood,Hemel Hempstead Town,3,0,H
national-league-south,,Boreham Wood,Hornchurch,1,1,D
national-league-south,,Boreham Wood,Maidstone United,1,1,D
