Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
national-league-south,,Bath City,Billericay Town,2,1,H
national-league-south,,Bath City,Braintree Town,2,0,H
national-league-south,,Bath City,Chippenham Town,3,2,H
national-league-south,,Bath City,Concord Rangers,3,1,H
national-league-south,,Bath City,Dartford,3,0,H
national-league-south,,Bath City,Dorking Wanderers,1,0,H
national-league-south,,Bath City,Dulwich Hamlet,3,2,H
national-league-south,,Bath City,Eastbourne Borough,2,2,D
national-league-south,,Bath City,Hampton & Richmond Borough,3,0,H
national-league-south,,Bath City,Hemel Hempstead Town,2,0,H
national-league-south,,Bath City,Hungerford Town,2,1,H
national-league-south,,Bath City,Maidstone United,1,1,D
national-league-south,,Bath City,Oxford City,1,2,A
national-league-south,,Bath City,St Albans City,0,3,A
national-league-south,,Bath City,Tonbridge Angels,0,0,D
national-league-south,,Bath City,Wealdstone,0,0,D
national-league-south,,Bath City,Weymouth,0,0,D
national-league-south,,Billericay Town,Bath City,1,1,D
national-league-south,,Billericay Town,Braintree Town,2,1,H
national-league-south,,Billericay Town,Chelmsford City,1,1,D
national-league-south,,Billericay Town,Dorking Wanderers,2,2,D
national-league-south,,Billericay Town,Eastbourne Borough,1,0,H
national-league-south,,Billericay Town,Hungerford Town,3,0,H
national-league-south,,Billericay Town,Havant & Waterlooville,0,1,A
national-league-south,,Billericay Town,Oxford City,1,1,D
national-league-south,,Billericay Town,Slough Town,2,2,D
national-league-south,,Billericay Town,St Albans City,3,2,H
national-league-south,,Billericay Town,Tonbridge Angels,3,3,D
national-league-south,,Billericay Town,Wealdstone,3,1,H
national-league-south,,Billericay Town,Welling United,2,1,H
national-league-south,,Billericay Town,Weymouth,1,1,D
national-league-south,,Braintree Town,Bath City,2,0,H
national-league-south,,Braintree Town,Billericay Town,2,3,A
national-league-south,,Braintree Town,Chelmsford City,1,2,A
national-league-south,,Braintree Town,Concord Rangers,0,1,A
national-league-south,,Braintree Town,Dorking Wanderers,3,2,H
national-league-south,,Braintree Town,Dulwich Hamlet,2,1,H
national-league-south,,Braintree Town,Eastbourne Borough,5,0,H
national-league-south,,Braintree Town,Hampton & Richmond Borough,0,4,A
national-league-south,,Braintree Town,Hemel Hempstead Town,0,0,D
national-league-south,,Braintree Town,Hungerford Town,0,3,A
national-league-south,,Braintree Town,Havant & Waterlooville,3,3,D
national-league-south,,Braintree Town,Maidstone United,1,1,D
national-league-south,,Braintree Town,Oxford City,1,0,H
national-league-south,,Braintree Town,Slough Town,0,1,A
national-league-south,,Braintree Town,St Albans City,0,1,A
national-league-south,,Braintree Town,Tonbridge Angels,0,1,A
national-league-south,,Braintree Town,Wealdstone,0,4,A
national-league-south,,Braintree Town,Weymouth,1,1,D
national-league-south,,Chelmsford City,Bath City,1,0,H
national-league-south,,Chelmsford City,Billericay Town,1,1,D
national-league-south,,Chelmsford City,Braintree Town,4,1,H
national-league-south,,Chelmsford City,Chippenham Town,3,3,D
national-league-south,,Chelmsford City,Concord Rangers,1,1,D
national-league-south,,Chelmsford City,Dartford,4,0,H
national-league-south,,Chelmsford City,Dorking Wanderers,2,2,D
national-league-south,,Chelmsford City,Dulwich Hamlet,1,1,D
national-league-south,,Chelmsford City,Eastbourne Borough,1,1,D
national-league-south,,Chelmsford City,Hampton & Richmond Borough,4,1,H
national-league-south,,Chelmsford City,Hemel Hempstead Town,2,1,H
national-league-south,,Chelmsford City,Hungerford Town,4,1,H
national-league-south,,Chelmsford City,Oxford City,2,6,A
national-league-south,,Chelmsford City,Slough Town,1,1,D
national-league-south,,Chelmsford City,Wealdstone,1,3,A
national-league-south,,Chelmsford City,Welling United,1,1,D
national-league-south,,Chippenham Town,Bath City,1,3,A
national-league-south,,Chippenham Town,Billericay Town,2,0,H
national-league-south,,Chippenham Town,Braintree Town,1,2,A
national-league-south,,Chippenham Town,Chelmsford City,2,1,H
national-league-south,,Chippenham Town,Concord Rangers,3,0,H
national-league-south,,Chippenham Town,Dartford,1,5,A
national-league-south,,Chippenham Town,Dorking Wanderers,0,2,A
national-league-south,,Chippenham Town,Dulwich Hamlet,2,2,D
national-league-south,,Chippenham Town,Hemel Hempstead Town,2,2,D
national-league-south,,Chippenham Town,Havant & Waterlooville,0,0,D
national-league-south,,Chippenham Town,Maidstone United,1,0,H
national-league-south,,Chippenham Town,Oxford City,1,1,D
national-league-south,,Chippenham Town,Slough Town,0,3,A
national-league-south,,Chippenham Town,St Albans City,2,1,H
national-league-south,,Chippenham Town,Tonbridge Angels,2,1,H
national-league-south,,Chippenham Town,Wealdstone,1,1,D
national-league-south,,Chippenham Town,Welling United,0,0,D
national-league-south,,Chippenham Town,Weymouth,1,0,H
national-league-south,,Concord Rangers,Bath City,0,1,A
national-league-south,,Concord Rangers,Billericay Town,4,1,H
national-league-south,,Concord Rangers,Braintree Town,2,2,D
national-league-south,,Concord Rangers,Chelmsford City,2,1,H
national-league-south,,Concord Rangers,Chippenham Town,0,1,A
national-league-south,,Concord Rangers,Dartford,0,2,A
national-league-south,,Concord Rangers,Dorking Wanderers,3,3,D
national-league-south,,Concord Rangers,Eastbourne Borough,5,0,H
national-league-south,,Concord Rangers,Hampton & Richmond Borough,0,2,A
national-league-south,,Concord Rangers,Hemel Hempstead Town,3,1,H
national-league-south,,Concord Rangers,Hungerford Town,0,2,A
national-league-south,,Concord Rangers,Havant & Waterlooville,0,0,D
national-league-south,,Concord Rangers,Maidstone United,0,1,A
national-league-south,,Concord Rangers,Slough Town,2,1,H
national-league-south,,Concord Rangers,Tonbridge Angels,3,3,D
national-league-south,,Concord Rangers,Welling United,3,0,H
national-league-south,,Dartford,Billericay Town,3,2,H
national-league-south,,Dartford,Braintree Town,2,1,H
national-league-south,,Dartford,Chelmsford City,3,0,H
national-league-south,,Dartford,Chippenham Town,1,1,D
national-league-south,,Dartford,Concord Rangers,0,1,A
national-league-south,,Dartford,Dorking Wanderers,3,4,A
national-league-south,,Dartford,Dulwich Hamlet,1,0,H
national-league-south,,Dartford,Eastbourne Borough,2,1,H
national-league-south,,Dartford,Hampton & Richmond Borough,1,2,A
national-league-south,,Dartford,Hemel Hempstead Town,1,1,D
national-league-south,,Dartford,Havant & Waterlooville,1,1,D
national-league-south,,Dartford,Maidstone United,2,2,D
national-league-south,,Dartford,Oxford City,3,0,H
national-league-south,,Dartford,Slough Town,2,3,A
national-league-south,,Dartford,St Albans City,1,1,D
national-league-south,,Dartford,Tonbridge Angels,3,0,H
national-league-south,,Dartford,Wealdstone,0,0,D
national-league-south,,Dartford,Welling United,4,0,H
national-league-south,,Dorking Wanderers,Bath City,0,0,D
national-league-south,,Dorking Wanderers,Braintree Town,4,4,D
national-league-south,,Dorking Wanderers,Chelmsford City,2,0,H
national-league-south,,Dorking Wanderers,Chippenham Town,1,0,H
national-league-south,,Dorking Wanderers,Dartford,2,3,A
national-league-south,,Dorking Wanderers,Dulwich Hamlet,0,0,D
national-league-south,,Dorking Wanderers,Eastbourne Borough,4,0,H
national-league-south,,Dorking Wanderers,Hampton & Richmond Borough,0,1,A
national-league-south,,Dorking Wanderers,Hemel Hempstead Town,3,1,H
national-league-south,,Dorking Wanderers,Hungerford Town,1,0,H
national-league-south,,Dorking Wanderers,Havant & Waterlooville,1,2,A
national-league-south,,Dorking Wanderers,Maidstone United,3,1,H
national-league-south,,Dorking Wanderers,Oxford City,0,2,A
national-league-south,,Dorking Wanderers,Slough Town,3,5,A
national-league-south,,Dorking Wanderers,Tonbridge Angels,3,1,H
national-league-south,,Dorking Wanderers,Wealdstone,2,2,D
national-league-south,,Dorking Wanderers,Welling United,2,0,H
national-league-south,,Dorking Wanderers,Weymouth,1,0,H
national-league-south,,Dulwich Hamlet,Bath City,1,3,A
national-league-south,,Dulwich Hamlet,Billericay Town,0,1,A
national-league-south,,Dulwich Hamlet,Braintree Town,6,0,H
national-league-south,,Dulwich Hamlet,Chelmsford City,5,3,H
national-league-south,,Dulwich Hamlet,Chippenham Town,1,1,D
national-league-south,,Dulwich Hamlet,Concord Rangers,2,2,D
national-league-south,,Dulwich Hamlet,Dartford,1,1,D
national-league-south,,Dulwich Hamlet,Hampton & Richmond Borough,1,2,A
national-league-south,,Dulwich Hamlet,Hemel Hempstead Town,2,1,H
national-league-south,,Dulwich Hamlet,Hungerford Town,2,3,A
national-league-south,,Dulwich Hamlet,Havant & Waterlooville,1,3,A
national-league-south,,Dulwich Hamlet,Maidstone United,0,1,A
national-league-south,,Dulwich Hamlet,Slough Town,2,3,A
national-league-south,,Dulwich Hamlet,St Albans City,2,1,H
national-league-south,,Dulwich Hamlet,Tonbridge Angels,0,1,A
national-league-south,,Dulwich Hamlet,Wealdstone,1,0,H
national-league-south,,Dulwich Hamlet,Welling United,0,1,A
national-league-south,,Dulwich Hamlet,Weymouth,2,2,D
national-league-south,,Eastbourne Borough,Bath City,1,2,A
national-league-south,,Eastbourne Borough,Billericay Town,1,1,D
national-league-south,,Eastbourne Borough,Chelmsford City,0,4,A
national-league-south,,Eastbourne Borough,Chippenham Town,2,1,H
national-league-south,,Eastbourne Borough,Concord Rangers,2,2,D
national-league-south,,Eastbourne Borough,Dartford,0,2,A
